POLICY: Best Fit	MEMORY SIZE: 512


NUMBER 	SEQUENCE 	SIZE     ADR     MEMORY LEFT     LARGEST CHUNK
	1 	alloc 		99744 	0 		424544 		424544
	2 	alloc 		111776 	99744 		312768 		312768
	3 	alloc 		64864 	211520 		247904 		247904
	4 	alloc 		91552 	276384 		156352 		156352
	5 	free 		111776 	0 		268128 		156352
	6 	free 		91552 	0 		359680 		247904
	7 	alloc 		5600 	99744 		354080 		247904
	8 	alloc 		110304 	276384 		243776 		137600
	9 	alloc 		78688 	105344 		165088 		137600
	10 	alloc 		8032 	184032 		157056 		137600
	11 	alloc 		27872 	386688 		129184 		109728
	12 	alloc 		72992 	414560 		56192 		36736
	13 	alloc 		4960 	192064 		51232 		36736
	14 	alloc 		58400 	-1 		51232 		36736
	15 	alloc 		84640 	-1 		51232 		36736
	16 	free 		78688 	0 		129920 		78688
	17 	alloc 		25760 	487552 		104160 		78688
	18 	free 		5600 	0 		109760 		84288
	19 	free 		64864 	0 		174624 		84288
	20 	alloc 		6496 	513312 		168128 		84288
	21 	alloc 		118240 	-1 		168128 		84288
	22 	free 		27872 	0 		196000 		84288
	23 	alloc 		44448 	197024 		151552 		84288
	24 	free 		8032 	0 		159584 		92320
	25 	alloc 		113440 	-1 		159584 		92320
	26 	free 		99744 	0 		259328 		192064
	27 	free 		118240 	-1 		259328 		192064
	28 	free 		6496 	0 		265824 		192064
	29 	free 		84640 	-1 		265824 		192064
	30 	alloc 		115040 	0 		150784 		77024
	31 	free 		25760 	0 		176544 		77024
	32 	alloc 		55072 	115040 		121472 		36736
	33 	free 		4960 	0 		126432 		36736
	34 	free 		44448 	0 		170880 		106272
	35 	free 		55072 	0 		225952 		161344
	36 	alloc 		57312 	115040 		168640 		104032
	37 	alloc 		101408 	172352 		67232 		36736
	38 	free 		110304 	0 		177536 		140800
	39 	free 		72992 	0 		250528 		250528
	40 	free 		58400 	-1 		250528 		250528
	41 	alloc 		71328 	273760 		179200 		179200
	42 	alloc 		26144 	345088 		153056 		153056
	43 	alloc 		55968 	371232 		97088 		97088
	44 	alloc 		17824 	427200 		79264 		79264
	45 	free 		26144 	0 		105408 		79264
	46 	free 		57312 	0 		162720 		79264
	47 	alloc 		49120 	115040 		113600 		79264
	48 	free 		71328 	0 		184928 		97472
	49 	alloc 		87200 	273760 		97728 		79264
	50 	alloc 		16928 	445024 		80800 		62336
	51 	alloc 		10848 	461952 		69952 		51488
	52 	free 		16928 	0 		86880 		51488
	53 	free 		87200 	0 		174080 		97472
	54 	alloc 		110112 	-1 		174080 		97472
	55 	free 		113440 	-1 		174080 		97472
	56 	alloc 		36640 	472800 		137440 		97472
	57 	free 		110112 	-1 		137440 		97472
	58 	alloc 		90592 	273760 		46848 		16928
	59 	alloc 		32 	364352 		46816 		16928
	60 	free 		115040 	0 		161856 		115040
	61 	alloc 		57312 	0 		104544 		57728
	62 	alloc 		113952 	-1 		104544 		57728
	63 	free 		101408 	0 		205952 		109600
	64 	alloc 		88160 	164160 		117792 		57728
	65 	free 		55968 	0 		173760 		62816
	66 	free 		10848 	0 		184608 		62816
	67 	alloc 		35424 	57312 		149184 		62816
	68 	alloc 		7584 	509440 		141600 		62816
	69 	free 		49120 	0 		190720 		71424
	70 	free 		7584 	0 		198304 		71424
	71 	alloc 		60960 	364384 		137344 		71424
	72 	alloc 		36704 	92736 		100640 		34720
	73 	free 		90592 	0 		191232 		112032
	74 	free 		17824 	0 		209056 		112032
	75 	alloc 		44512 	425344 		164544 		112032
	76 	alloc 		34656 	129440 		129888 		112032
	77 	free 		32 	0 		129920 		112064
	78 	alloc 		85024 	252320 		44896 		27040
	79 	free 		36640 	0 		81536 		54432
	80 	alloc 		42080 	469856 		39456 		27040
	81 	alloc 		39520 	-1 		39456 		27040
	82 	alloc 		79840 	-1 		39456 		27040
	83 	free 		42080 	0 		81536 		54432
	84 	free 		57312 	0 		138848 		57312
	85 	alloc 		79840 	-1 		138848 		57312
	86 	alloc 		110816 	-1 		138848 		57312
	87 	alloc 		61664 	-1 		138848 		57312
	88 	alloc 		51808 	469856 		87040 		57312
	89 	alloc 		53152 	0 		33888 		27040
	90 	free 		35424 	0 		69312 		39584
	91 	free 		113952 	-1 		69312 		39584
	92 	free 		85024 	0 		154336 		112064
	93 	free 		88160 	0 		242496 		200288
	94 	free 		44512 	0 		287008 		200288
	95 	free 		36704 	0 		323712 		200288
	96 	free 		34656 	0 		358368 		311232
	97 	free 		39520 	-1 		358368 		311232
	98 	alloc 		40736 	425344 		317632 		311232
	99 	alloc 		108192 	53152 		209440 		203040
	100 	free 		60960 	0 		270400 		264000
	101 	free 		79840 	-1 		270400 		264000
	102 	alloc 		43552 	161344 		226848 		220448
	103 	alloc 		95840 	204896 		131008 		124608
	104 	free 		40736 	0 		171744 		169120
	105 	free 		53152 	0 		224896 		169120
	106 	free 		95840 	0 		320736 		264960
	107 	alloc 		10464 	0 		310272 		264960
	108 	alloc 		51552 	204896 		258720 		213408
	109 	free 		110816 	-1 		258720 		213408
	110 	free 		51552 	0 		310272 		264960
	111 	alloc 		31200 	10464 		279072 		264960
	112 	free 		79840 	-1 		279072 		264960
	113 	free 		51808 	0 		330880 		319392
	114 	alloc 		63648 	204896 		267232 		255744
	115 	free 		61664 	-1 		267232 		255744
	116 	free 		108192 	0 		375424 		255744
	117 	alloc 		96480 	41664 		278944 		255744
	118 	alloc 		44832 	268544 		234112 		210912
	119 	alloc 		24864 	313376 		209248 		186048
	120 	free 		24864 	0 		234112 		210912
	121 	alloc 		80224 	313376 		153888 		130688
	122 	alloc 		91680 	393600 		62208 		39008
	123 	free 		10464 	0 		72672 		39008
	124 	alloc 		94752 	-1 		72672 		39008
	125 	alloc 		113376 	-1 		72672 		39008
	126 	alloc 		82272 	-1 		72672 		39008
	127 	free 		43552 	0 		116224 		66752
	128 	free 		31200 	0 		147424 		66752
	129 	alloc 		124832 	-1 		147424 		66752
	130 	alloc 		45664 	138144 		101760 		41664
	131 	free 		63648 	0 		165408 		84736
	132 	alloc 		94432 	-1 		165408 		84736
	133 	free 		82272 	-1 		165408 		84736
	134 	free 		94752 	-1 		165408 		84736
	135 	free 		91680 	0 		257088 		130688
	136 	alloc 		44192 	183808 		212896 		130688
	137 	free 		94432 	-1 		212896 		130688
	138 	alloc 		93856 	393600 		119040 		41664
	139 	alloc 		124064 	-1 		119040 		41664
	140 	free 		44192 	0 		163232 		84736
	141 	free 		44832 	0 		208064 		129568
	142 	free 		80224 	0 		288288 		209792
	143 	alloc 		24288 	487456 		264000 		209792
	144 	free 		96480 	0 		360480 		209792
	145 	free 		124064 	-1 		360480 		209792
	146 	free 		113376 	-1 		360480 		209792
	147 	alloc 		84000 	0 		276480 		209792
	148 	alloc 		62688 	183808 		213792 		147104
	149 	free 		84000 	0 		297792 		147104
	150 	free 		124832 	-1 		297792 		147104
	151 	alloc 		123104 	0 		174688 		147104
	152 	alloc 		84384 	246496 		90304 		62720
	153 	alloc 		67936 	-1 		90304 		62720
	154 	alloc 		67872 	-1 		90304 		62720
	155 	free 		62688 	0 		152992 		62720
	156 	free 		45664 	0 		198656 		123392
	157 	alloc 		91104 	123104 		107552 		62720
	158 	alloc 		21280 	214208 		86272 		62720
	159 	alloc 		8480 	235488 		77792 		62720
	160 	free 		93856 	0 		171648 		156576
	161 	alloc 		27872 	330880 		143776 		128704
	162 	alloc 		30304 	358752 		113472 		98400
	163 	alloc 		44256 	389056 		69216 		54144
	164 	free 		21280 	0 		90496 		54144
	165 	alloc 		93408 	-1 		90496 		54144
	166 	alloc 		46368 	433312 		44128 		21280
	167 	alloc 		47584 	-1 		44128 		21280
	168 	free 		91104 	0 		135232 		112384
	169 	free 		44256 	0 		179488 		112384
	170 	free 		123104 	0 		302592 		235488
	171 	free 		24288 	0 		326880 		235488
	172 	alloc 		122528 	0 		204352 		112960
	173 	alloc 		56800 	122528 		147552 		56160
	174 	free 		67936 	-1 		147552 		56160
	175 	free 		67872 	-1 		147552 		56160
	176 	alloc 		69984 	-1 		147552 		56160
	177 	free 		84384 	0 		231936 		86912
	178 	alloc 		92448 	-1 		231936 		86912
	179 	alloc 		18400 	389056 		213536 		86912
	180 	free 		27872 	0 		241408 		114784
	181 	free 		8480 	0 		249888 		179424
	182 	free 		122528 	0 		372416 		179424
	183 	free 		30304 	0 		402720 		209728
	184 	alloc 		74080 	0 		328640 		209728
	185 	alloc 		114656 	179328 		213984 		95072
	186 	alloc 		93216 	293984 		120768 		48448
	187 	alloc 		103776 	-1 		120768 		48448
	188 	alloc 		3936 	407456 		116832 		48448
	189 	free 		46368 	0 		163200 		112896
	190 	free 		93408 	-1 		163200 		112896
	191 	free 		69984 	-1 		163200 		112896
	192 	free 		47584 	-1 		163200 		112896
	193 	alloc 		94240 	411392 		68960 		48448
	194 	free 		93216 	0 		162176 		95072
	195 	free 		18400 	0 		180576 		113472
	196 	alloc 		112480 	293984 		68096 		48448
	197 	free 		56800 	0 		124896 		105248
	198 	free 		103776 	-1 		124896 		105248
	199 	alloc 		102560 	74080 		22336 		18656
	200 	alloc 		91424 	-1 		22336 		18656
	201 	alloc 		69472 	-1 		22336 		18656
	202 	alloc 		15328 	505632 		7008 		3328
	203 	alloc 		14240 	-1 		7008 		3328
	204 	alloc 		105760 	-1 		7008 		3328
	205 	free 		92448 	-1 		7008 		3328
	206 	free 		74080 	0 		81088 		74080
	207 	alloc 		80608 	-1 		81088 		74080
	208 	alloc 		101536 	-1 		81088 		74080
	209 	free 		91424 	-1 		81088 		74080
	210 	alloc 		63648 	0 		17440 		10432
	211 	free 		112480 	0 		129920 		113472
	212 	alloc 		46304 	293984 		83616 		67168
	213 	alloc 		112480 	-1 		83616 		67168
	214 	free 		114656 	0 		198272 		117344
	215 	free 		3936 	0 		202208 		117344
	216 	alloc 		48992 	340288 		153216 		117344
	217 	alloc 		128224 	-1 		153216 		117344
	218 	alloc 		65568 	176640 		87648 		51776
	219 	alloc 		14816 	389280 		72832 		51776
	220 	free 		15328 	0 		88160 		51776
	221 	free 		46304 	0 		134464 		98080
	222 	free 		94240 	0 		228704 		120192
	223 	free 		63648 	0 		292352 		120192
	224 	free 		14816 	0 		307168 		135008
	225 	free 		69472 	-1 		307168 		135008
	226 	alloc 		122592 	389280 		184576 		98080
	227 	alloc 		16480 	0 		168096 		98080
	228 	free 		101536 	-1 		168096 		98080
	229 	free 		102560 	0 		270656 		160160
	230 	alloc 		122080 	16480 		148576 		98080
	231 	free 		14240 	-1 		148576 		98080
	232 	free 		112480 	-1 		148576 		98080
	233 	free 		105760 	-1 		148576 		98080
	234 	alloc 		116000 	-1 		148576 		98080
	235 	alloc 		65824 	242208 		82752 		38080
	236 	alloc 		110944 	-1 		82752 		38080
	237 	free 		80608 	-1 		82752 		38080
	238 	alloc 		36192 	138560 		46560 		32256
	239 	alloc 		58336 	-1 		46560 		32256
	240 	free 		48992 	0 		95552 		81248
	241 	free 		122592 	0 		218144 		216256
	242 	free 		116000 	-1 		218144 		216256
	243 	alloc 		57184 	308032 		160960 		159072
	244 	free 		16480 	0 		177440 		159072
	245 	free 		65568 	0 		243008 		159072
	246 	free 		128224 	-1 		243008 		159072
	247 	alloc 		105632 	365216 		137376 		67456
	248 	alloc 		121056 	-1 		137376 		67456
	249 	free 		121056 	-1 		137376 		67456
	250 	free 		122080 	0 		259456 		138560
	251 	alloc 		42080 	470848 		217376 		138560
	252 	alloc 		87328 	0 		130048 		67456
	253 	alloc 		8352 	512928 		121696 		67456
	254 	alloc 		48416 	87328 		73280 		67456
	255 	free 		105632 	0 		178912 		105632
	256 	free 		42080 	0 		220992 		147712
	257 	alloc 		17312 	174752 		203680 		147712
	258 	free 		57184 	0 		260864 		204896
	259 	alloc 		63136 	308032 		197728 		141760
	260 	free 		110944 	-1 		197728 		141760
	261 	free 		65824 	0 		263552 		141760
	262 	alloc 		47328 	192064 		216224 		141760
	263 	free 		36192 	0 		252416 		141760
	264 	free 		58336 	-1 		252416 		141760
	265 	alloc 		52256 	239392 		200160 		141760
	266 	alloc 		118048 	371168 		82112 		39008
	267 	alloc 		98656 	-1 		82112 		39008
	268 	alloc 		11552 	291648 		70560 		39008
	269 	alloc 		125344 	-1 		70560 		39008
	270 	free 		17312 	0 		87872 		56320
	271 	alloc 		116064 	-1 		87872 		56320
	272 	alloc 		69664 	-1 		87872 		56320
	273 	free 		116064 	-1 		87872 		56320
	274 	free 		48416 	0 		136288 		104736
	275 	alloc 		114976 	-1 		136288 		104736
	276 	alloc 		44064 	87328 		92224 		60672
	277 	free 		8352 	0 		100576 		60672
	278 	alloc 		39520 	131392 		61056 		35072
	279 	alloc 		106784 	-1 		61056 		35072
	280 	free 		47328 	0 		108384 		68480
	281 	free 		87328 	0 		195712 		87328
	282 	free 		63136 	0 		258848 		87328
	283 	alloc 		24096 	489216 		234752 		87328
	284 	alloc 		71968 	0 		162784 		68480
	285 	free 		44064 	0 		206848 		68480
	286 	alloc 		58976 	71968 		147872 		68480
	287 	free 		69664 	-1 		147872 		68480
	288 	free 		98656 	-1 		147872 		68480
	289 	free 		125344 	-1 		147872 		68480
	290 	free 		106784 	-1 		147872 		68480
	291 	free 		52256 	0 		200128 		120736
	292 	alloc 		111008 	170912 		89120 		67968
	293 	free 		11552 	0 		100672 		89248
	294 	alloc 		42336 	281920 		58336 		46912
	295 	alloc 		121184 	-1 		58336 		46912
	296 	free 		118048 	0 		176384 		164960
	297 	alloc 		26848 	324256 		149536 		138112
	298 	alloc 		77216 	351104 		72320 		60896
	299 	alloc 		103776 	-1 		72320 		60896
	300 	alloc 		120480 	-1 		72320 		60896
	301 	free 		71968 	0 		144288 		71968
	302 	alloc 		118560 	-1 		144288 		71968
	303 	alloc 		42080 	428320 		102208 		71968
	304 	free 		114976 	-1 		102208 		71968
	305 	free 		39520 	0 		141728 		71968
	306 	free 		42336 	0 		184064 		71968
	307 	alloc 		72992 	-1 		184064 		71968
	308 	free 		118560 	-1 		184064 		71968
	309 	alloc 		44512 	0 		139552 		42336
	310 	free 		120480 	-1 		139552 		42336
	311 	alloc 		32224 	130944 		107328 		42336
	312 	alloc 		87648 	-1 		107328 		42336
	313 	free 		24096 	0 		131424 		53888
	314 	alloc 		32352 	281920 		99072 		53888
	315 	free 		58976 	0 		158048 		86432
	316 	free 		26848 	0 		184896 		86432
	317 	free 		111008 	0 		295904 		118752
	318 	alloc 		63584 	44512 		232320 		118752
	319 	free 		42080 	0 		274400 		118752
	320 	alloc 		30624 	314272 		243776 		118752
	321 	alloc 		18336 	108096 		225440 		118752
	322 	free 		121184 	-1 		225440 		118752
	323 	free 		44512 	0 		269952 		118752
	324 	alloc 		224 	126432 		269728 		118752
	325 	free 		103776 	-1 		269728 		118752
	326 	alloc 		113760 	163168 		155968 		95968
	327 	free 		77216 	0 		233184 		179392
	328 	alloc 		12960 	0 		220224 		179392
	329 	alloc 		46688 	344896 		173536 		132704
	330 	alloc 		44128 	391584 		129408 		88576
	331 	alloc 		86176 	435712 		43232 		31552
	332 	alloc 		109792 	-1 		43232 		31552
	333 	free 		32352 	0 		75584 		37344
	334 	alloc 		74784 	-1 		75584 		37344
	335 	free 		72992 	-1 		75584 		37344
	336 	alloc 		1376 	521888 		74208 		37344
	337 	free 		113760 	0 		187968 		151104
	338 	free 		30624 	0 		218592 		181728
	339 	free 		32224 	0 		250816 		218240
	340 	free 		87648 	-1 		250816 		218240
	341 	alloc 		50848 	126656 		199968 		167392
	342 	alloc 		80800 	177504 		119168 		86592
	343 	free 		63584 	0 		182752 		95136
	344 	free 		12960 	0 		195712 		108096
	345 	alloc 		117088 	-1 		195712 		108096
	346 	alloc 		112864 	-1 		195712 		108096
	347 	alloc 		3616 	258304 		192096 		108096
	348 	free 		224 	0 		192320 		108096
	349 	alloc 		56224 	261920 		136096 		108096
	350 	alloc 		128160 	-1 		136096 		108096
	351 	free 		18336 	0 		154432 		126656
	352 	alloc 		85472 	0 		68960 		41184
	353 	free 		44128 	0 		113088 		44128
	354 	alloc 		55456 	-1 		113088 		44128
	355 	free 		46688 	0 		159776 		117568
	356 	free 		74784 	-1 		159776 		117568
	357 	free 		1376 	0 		161152 		117568
	358 	free 		109792 	-1 		161152 		117568
	359 	free 		86176 	0 		247328 		206144
	360 	alloc 		23264 	85472 		224064 		206144
	361 	free 		50848 	0 		274912 		206144
	362 	free 		80800 	0 		355712 		206144
	363 	free 		117088 	-1 		355712 		206144
	364 	alloc 		37792 	108736 		317920 		206144
	365 	free 		3616 	0 		321536 		206144
	366 	free 		23264 	0 		344800 		206144
	367 	free 		56224 	0 		401024 		377760
	368 	alloc 		69728 	146528 		331296 		308032
	369 	alloc 		2208 	85472 		329088 		308032
	370 	alloc 		6368 	87680 		322720 		308032
	371 	alloc 		40608 	216256 		282112 		267424
	372 	alloc 		103328 	256864 		178784 		164096
	373 	alloc 		53280 	360192 		125504 		110816
	374 	free 		112864 	-1 		125504 		110816
	375 	alloc 		87200 	413472 		38304 		23616
	376 	free 		69728 	0 		108032 		69728
	377 	alloc 		70752 	-1 		108032 		69728
	378 	alloc 		68832 	146528 		39200 		23616
	379 	free 		85472 	0 		124672 		85472
	380 	free 		128160 	-1 		124672 		85472
	381 	alloc 		36000 	0 		88672 		49472
	382 	free 		55456 	-1 		88672 		49472
	383 	free 		37792 	0 		126464 		52480
	384 	alloc 		117344 	-1 		126464 		52480
	385 	alloc 		46176 	36000 		80288 		52480
	386 	free 		87200 	0 		167488 		110816
	387 	alloc 		83872 	413472 		83616 		52480
	388 	free 		40608 	0 		124224 		52480
	389 	alloc 		118112 	-1 		124224 		52480
	390 	free 		36000 	0 		160224 		52480
	391 	free 		103328 	0 		263552 		144832
	392 	alloc 		91808 	215360 		171744 		53024
	393 	free 		53280 	0 		225024 		106304
	394 	alloc 		40608 	94048 		184416 		106304
	395 	alloc 		27040 	0 		157376 		106304
	396 	free 		118112 	-1 		157376 		106304
	397 	free 		6368 	0 		163744 		106304
	398 	free 		2208 	0 		165952 		106304
	399 	alloc 		37344 	307168 		128608 		68960
	400 	alloc 		45152 	344512 		83456 		26944
	401 	alloc 		21152 	389664 		62304 		26944
	402 	alloc 		107168 	-1 		62304 		26944
	403 	alloc 		72416 	-1 		62304 		26944
	404 	free 		83872 	0 		146176 		113472
	405 	free 		70752 	-1 		146176 		113472
	406 	alloc 		30944 	410816 		115232 		82528
	407 	free 		68832 	0 		184064 		82528
	408 	alloc 		66208 	134656 		117856 		82528
	409 	alloc 		108512 	-1 		117856 		82528
	410 	free 		45152 	0 		163008 		82528
	411 	free 		91808 	0 		254816 		106304
	412 	alloc 		64160 	441760 		190656 		106304
	413 	free 		46176 	0 		236832 		106304
	414 	free 		117344 	-1 		236832 		106304
	415 	alloc 		22304 	344512 		214528 		106304
	416 	free 		21152 	0 		235680 		106304
	417 	alloc 		28896 	366816 		206784 		106304
	418 	free 		27040 	0 		233824 		106304
	419 	free 		37344 	0 		271168 		143648
	420 	free 		40608 	0 		311776 		143648
	421 	free 		72416 	-1 		311776 		143648
	422 	free 		66208 	0 		377984 		344512
	423 	alloc 		61856 	0 		316128 		282656
	424 	free 		107168 	-1 		316128 		282656
	425 	free 		30944 	0 		347072 		282656
	426 	alloc 		54688 	61856 		292384 		227968
	427 	alloc 		7648 	505920 		284736 		227968
	428 	alloc 		85728 	116544 		199008 		142240
	429 	alloc 		111136 	202272 		87872 		46048
	430 	free 		28896 	0 		116768 		74944
	431 	free 		54688 	0 		171456 		74944
	432 	free 		22304 	0 		193760 		128352
	433 	alloc 		10784 	61856 		182976 		128352
	434 	alloc 		95520 	313408 		87456 		43904
	435 	free 		61856 	0 		149312 		61856
	436 	free 		108512 	-1 		149312 		61856
	437 	free 		111136 	0 		260448 		111136
	438 	alloc 		67104 	202272 		193344 		61856
	439 	alloc 		129184 	-1 		193344 		61856
	440 	free 		64160 	0 		257504 		96992
	441 	free 		10784 	0 		268288 		116544
	442 	alloc 		7904 	513568 		260384 		116544
	443 	free 		85728 	0 		346112 		202272
	444 	alloc 		18784 	269376 		327328 		202272
	445 	alloc 		40032 	408928 		287296 		202272
	446 	alloc 		119200 	0 		168096 		83072
	447 	alloc 		28384 	448960 		139712 		83072
	448 	alloc 		103264 	-1 		139712 		83072
	449 	alloc 		74464 	119200 		65248 		28576
	450 	alloc 		3936 	193664 		61312 		28576
	451 	free 		129184 	-1 		61312 		28576
	452 	alloc 		13728 	288160 		47584 		28576
	453 	free 		7904 	0 		55488 		28576
	454 	free 		67104 	0 		122592 		71776
	455 	alloc 		89696 	-1 		122592 		71776
	456 	free 		119200 	0 		241792 		119200
	457 	free 		7648 	0 		249440 		119200
	458 	free 		74464 	0 		323904 		193664
	459 	free 		103264 	-1 		323904 		193664
	460 	alloc 		96224 	0 		227680 		97440
	461 	alloc 		114784 	-1 		227680 		97440
	462 	free 		89696 	-1 		227680 		97440
	463 	free 		40032 	0 		267712 		97440
	464 	free 		95520 	0 		363232 		147072
	465 	alloc 		47200 	197600 		316032 		147072
	466 	alloc 		45152 	477344 		270880 		147072
	467 	free 		3936 	0 		274816 		147072
	468 	alloc 		11680 	244800 		263136 		147072
	469 	alloc 		91040 	96224 		172096 		147072
	470 	free 		11680 	0 		183776 		147072
	471 	alloc 		126944 	301888 		56832 		24576
	472 	free 		28384 	0 		85216 		48512
	473 	free 		126944 	0 		212160 		175456
	474 	free 		18784 	0 		230944 		175456
	475 	alloc 		105248 	301888 		125696 		70208
	476 	alloc 		111264 	-1 		125696 		70208
	477 	free 		96224 	0 		221920 		96224
	478 	alloc 		54624 	407136 		167296 		96224
	479 	free 		13728 	0 		181024 		96224
	480 	free 		91040 	0 		272064 		197600
	481 	free 		45152 	0 		317216 		197600
	482 	free 		111264 	-1 		317216 		197600
	483 	free 		114784 	-1 		317216 		197600
	484 	alloc 		115872 	0 		201344 		81728
	485 	alloc 		97376 	-1 		201344 		81728
	486 	alloc 		71264 	115872 		130080 		62528
	487 	alloc 		30880 	244800 		99200 		62528
	488 	alloc 		34016 	461760 		65184 		28512
	489 	alloc 		121504 	-1 		65184 		28512
	490 	alloc 		34784 	-1 		65184 		28512
	491 	free 		47200 	0 		112384 		57664
	492 	alloc 		41248 	187136 		71136 		28512
	493 	alloc 		63904 	-1 		71136 		28512
	494 	free 		121504 	-1 		71136 		28512
	495 	alloc 		127520 	-1 		71136 		28512
	496 	free 		41248 	0 		112384 		57664
	497 	free 		71264 	0 		183648 		128928
	498 	free 		54624 	0 		238272 		128928
	499 	free 		115872 	0 		354144 		244800
	500 	alloc 		33760 	407136 		320384 		244800
	501 	free 		105248 	0 		425632 		244800
	502 	alloc 		78112 	275680 		347520 		244800
	503 	free 		127520 	-1 		347520 		244800
	504 	alloc 		40928 	353792 		306592 		244800
	505 	alloc 		32800 	0 		273792 		212000
	506 	alloc 		17568 	440896 		256224 		212000
	507 	free 		63904 	-1 		256224 		212000
	508 	free 		97376 	-1 		256224 		212000
	509 	free 		30880 	0 		287104 		242880
	510 	free 		34016 	0 		321120 		242880
	511 	alloc 		32672 	458464 		288448 		242880
	512 	alloc 		93280 	32800 		195168 		149600
	513 	free 		33760 	0 		228928 		149600
	514 	alloc 		129056 	126080 		99872 		46176
	515 	free 		32800 	0 		132672 		46176
	516 	free 		17568 	0 		150240 		63744
	517 	free 		34784 	-1 		150240 		63744
	518 	alloc 		123872 	-1 		150240 		63744
	519 	alloc 		40160 	394720 		110080 		33152
	520 	alloc 		108320 	-1 		110080 		33152
	521 	alloc 		14752 	255136 		95328 		33152
	522 	alloc 		92512 	-1 		95328 		33152
	523 	free 		123872 	-1 		95328 		33152
	524 	free 		129056 	0 		224384 		129056
	525 	free 		40928 	0 		265312 		129056
	526 	free 		108320 	-1 		265312 		129056
	527 	alloc 		71904 	126080 		193408 		57152
	528 	alloc 		32608 	0 		160800 		57152
	529 	free 		78112 	0 		238912 		124832
	530 	alloc 		19360 	434880 		219552 		124832
	531 	alloc 		76256 	269888 		143296 		57152
	532 	alloc 		83040 	-1 		143296 		57152
	533 	free 		32672 	0 		175968 		70048
	534 	free 		92512 	-1 		175968 		70048
	535 	alloc 		117408 	-1 		175968 		70048
	536 	alloc 		103520 	-1 		175968 		70048
	537 	alloc 		55584 	197984 		120384 		70048
	538 	alloc 		35168 	346144 		85216 		70048
	539 	free 		14752 	0 		99968 		70048
	540 	free 		35168 	0 		135136 		70048
	541 	free 		93280 	0 		228416 		93472
	542 	alloc 		57888 	454240 		170528 		93472
	543 	free 		40160 	0 		210688 		93472
	544 	alloc 		105312 	-1 		210688 		93472
	545 	free 		76256 	0 		286944 		181312
	546 	alloc 		23584 	32608 		263360 		181312
	547 	alloc 		95584 	253568 		167776 		85728
	548 	free 		23584 	0 		191360 		93472
	549 	alloc 		33632 	349152 		157728 		93472
	550 	free 		71904 	0 		229632 		165376
	551 	alloc 		117344 	32608 		112288 		52096
	552 	free 		32608 	0 		144896 		52096
	553 	free 		19360 	0 		164256 		71456
	554 	alloc 		49888 	382784 		114368 		48032
	555 	free 		49888 	0 		164256 		71456
	556 	alloc 		126048 	-1 		164256 		71456
	557 	free 		95584 	0 		259840 		95584
	558 	free 		126048 	-1 		259840 		95584
	559 	free 		117408 	-1 		259840 		95584
	560 	free 		83040 	-1 		259840 		95584
	561 	alloc 		76064 	253568 		183776 		71456
	562 	alloc 		36832 	149952 		146944 		71456
	563 	free 		57888 	0 		204832 		141504
	564 	free 		105312 	-1 		204832 		141504
	565 	free 		55584 	0 		260416 		141504
	566 	free 		103520 	-1 		260416 		141504
	567 	alloc 		71008 	382784 		189408 		70496
	568 	alloc 		8672 	329632 		180736 		70496
	569 	free 		117344 	0 		298080 		149952
	570 	alloc 		49760 	186784 		248320 		149952
	571 	alloc 		94816 	0 		153504 		70496
	572 	free 		94816 	0 		248320 		149952
	573 	alloc 		127328 	0 		120992 		70496
	574 	free 		36832 	0 		157824 		70496
	575 	free 		76064 	0 		233888 		93088
	576 	alloc 		72992 	236544 		160896 		70496
	577 	free 		33632 	0 		194528 		70496
	578 	free 		127328 	0 		321856 		186784
	579 	alloc 		93408 	0 		228448 		93376
	580 	alloc 		81568 	93408 		146880 		70496
	581 	alloc 		100960 	-1 		146880 		70496
	582 	alloc 		52576 	453792 		94304 		44480
	583 	alloc 		69664 	-1 		94304 		44480
	584 	alloc 		75040 	-1 		94304 		44480
	585 	free 		75040 	-1 		94304 		44480
	586 	alloc 		82656 	-1 		94304 		44480
	587 	alloc 		72864 	-1 		94304 		44480
	588 	free 		71008 	0 		165312 		115488
	589 	alloc 		62432 	338304 		102880 		53056
	590 	alloc 		53280 	-1 		102880 		53056
	591 	alloc 		48992 	400736 		53888 		20096
	592 	alloc 		58208 	-1 		53888 		20096
	593 	free 		93408 	0 		147296 		93408
	594 	free 		49760 	0 		197056 		93408
	595 	free 		62432 	0 		259488 		93408
	596 	free 		8672 	0 		268160 		93408
	597 	free 		48992 	0 		317152 		144256
	598 	free 		72864 	-1 		317152 		144256
	599 	alloc 		55456 	174976 		261696 		144256
	600 	alloc 		35232 	0 		226464 		144256
	601 	free 		72992 	0 		299456 		223360
	602 	free 		35232 	0 		334688 		223360
	603 	alloc 		1824 	506368 		332864 		223360
	604 	alloc 		65568 	0 		267296 		223360
